,anakjakartaasikasik,anak jakarta asyik asyik baru
9142,rasioanal,rasional
9143,rationalð,rasional
9144,rasulillah,rasulullah
9145,rasullah,rasulullah
9146,rato,rata
9147,rerata,rata rata
9148,rata2nya,rata ratanya
9149,rauff,rauf
9150,raub,raup
9151,rafen,raven
9152,rawa2,rawa rawa
9153,rawamamgun,rawamangun
9154,rawasaribagjadiri,rawasari bagja diri
9155,razakâ,razak
9156,rhu,razia hiburan umum
9157,raziff,razif
9158,reder,reader
9159,readyforindustry4,ready for industry 
9160,rmfc,real madrid football club
9161,reality,realita
9162,realitinya,realitanya
9163,redbonssaverohingya,redbone save rohingya
9164,refrensi,referensi
9165,reflek,refleks
9166,reform,reformasi
9167,reforma,reformasi
9168,register40,register 
9169,ragweda,regweda
9170,reklomasi,reklamasi
9171,reksadanasam,reksadana
9172,rdpu,reksadana pasar uang
9173,relain,relakan
9174,repdem,relawan pejuang demokrasi
9175,realava,relevan
9176,relijius,religius
9177,renpel,rempel
9178,remek,remuk
9179,remukan,remukkan
9180,rka,rencana kerja dan anggaran
9181,renfah,rendah
9182,rendeman,rendaman
9183,rendrasanusi,rendra sanusi
9184,renovate,renovasi
9185,refo,repo
9186,republic,republik
9187,ri1,republik indonesia 
9188,ri2,republik indonesia 
9189,req,request
9190,rese,resek
9191,recep,resep
9192,residence,residen
9193,resident,residen
9194,responden2,responden responden
9195,restar,restart
9196,restorannya,restoran
9197,restuin,restui
9198,resultjapan,result japan
9199,returnthekhilafah,return the khilafah
9200,retwet,retweet
9201,ritwit,retweet
9202,reuniz,reuni
9203,rejekine,rezekinya
9204,r3jim,rezim
9205,razim,rezim
9206,rezimrepresifantiislam,rezim represif anti islam
9207,riauð,riau
9208,rba,riba
9209,rbu,ribu
9210,ribu2,ribu ribu
9211,ribuut,ribut
9212,ribut2,ribut ribut
9213,ridho,rida
9214,ridhoi,ridai
9215,ridhuan,ridwan
9216,ridwal,ridwan
9217,ridwankamil,ridwan kamil
9218,rie,rien
9219,rilischarta,rilis charta
9220,rindhu,rindu
9221,rinduanismatta,rindu anis matta
9222,rindujabarjuara,rindu jawa barat juara
9223,rindujabarjuara1,rindu jawa barat juara 
9224,rindujabarjuaranomor1,rindu jawa barat juara nomor 
9225,rinduyang,rindu yang
9226,risetdansdmkp,riset dan sumber daya manusia kelautan dan perikanan
9227,resiko,risiko
9228,resikonya,risikonya
9229,resleting,ritsleting
9230,rijik,rizieq
9231,rizik,rizieq
9232,robet,robert
9233,robbi,robi
9234,robbie,robi
9235,robotbijak,robot bijak
9236,roc,rock
9237,rockygering,rocky gerung
9238,rohingnya,rohingya
9239,rohingyang,rohingya
9240,rohinya,rohingya
9241,rollercoaster,roller coaster
9242,rojak,rozak
9243,risha,rumah instan sederhana sehat
9244,relah,telah
9245,robah,ubah
9246,piral,viral
9247,qkwjw,wkwk
9248,qkwk,wkwk
9249,miinn,admin
9250,minmin,admin
9251,mentionan,berbalas mention
9252,moal,enggak
9253,millionaire,jutawan
9254,metu,keluar
9255,mistake,kesalahan
9256,mighty,kuat
9257,mkna,makna
9258,mkne,makna
9259,mls2an,malas malasan
9260,mmh,mama
9261,mmpu,mampu
9262,mnakah,manakah
9263,mnfaatnya,manfaatnya
9264,mntan,mantan
9265,mentab,mantap
9266,menungso,manusia
9267,mnusia,manusia
9268,mesih,masih
9269,mepo,meeting point
9270,mey,mei
9271,mlarang,melarang
9272,mlembabkn,melembabkan
9273,mlempemm,melempem
9274,mliat,melihat
9275,mlintir,melintir
9276,mlipirnya,melipirnya
9277,mlorot,melorot
9278,mlulu,melulu
9279,mlpakn,melupakan
9280,mengolok2,memaki
9281,mengatainya,memakinya
9282,mklumin,memaklumkan
9283,mnh,memanah
9284,mmbawa,membawa
9285,mmbntuk,membentuk
9286,mmbuat,membuat
9287,mmbuktikan,membuktikan
9288,mmbunuh,membunuh
9289,mmberantas,memebrantas
9290,mmcah,memecah
9291,menuh2in,memenuhi
9292,menuhin,memenuhi
9293,micingin,memicing
9294,mikiri,memikirkan
9295,mikirnya,memikirnya
9296,mmilih,memilih
9297,mmliki,memiliki
9298,minjam,meminjam
9299,mintain,memintakan
9300,mesantren,memondok di pesantren
9301,mmperhatikannya,memperhatikannya
9302,mmperingati,memperingati
9303,mnakuti,menakuti
9304,mnampakkan,menampakkan
9305,mnang,menang
9306,mnanti,menanti
9307,mncari,mencari
9308,mncuat,mencuat
9309,mncuci,mencuci
9310,mndptkan,mendapatkan
9311,mndkti,mendekati
9312,mndirikan,mendirikan
9313,mnrbitkan,menerbitkan
9314,menterjemahkan,menerjemahkan
9315,mentranslate,menerjemahkan
9316,mnerpa,menerpa
9317,menngacu,mengacu
9318,mngadu,mengadu
9319,mengapaninya,mengafaninya
9320,mengajari,mengajarkan
9321,mngajarkan,mengajarkan
9322,mngakses,mengakses
9323,mngalami,mengalami
9324,mengandun,mengandung
9325,mngangkat,mengangkat
9326,mengantrakan,mengantarkan
9327,mngapa,mengapa
9328,mengatas,mengatasi
9329,mengexpose,mengekspose
9330,menggelagarkan,mengelak
9331,mengkelola,mengelola
9332,mengelu2kan,mengelu elukan
9333,mngembalikan,mengembalikan
9334,mengenakkan,mengenakan
9335,mngerdilkan,mengerdilkan
9336,mngerjakan,mengerjakan
9337,mngetahui,mengetahui
9338,mnggambarkan,menggambarkan
9339,menggatikan,menggantikan
9340,mnggntung,menggantung
9341,menggap,menggapai
9342,mengembosi,menggembosi
9343,menggenapka,menggenapkan
9344,menggerakan,menggerakkan
9345,mengigit,menggigit
9346,mnggiring,menggiring
9347,mengoda,menggoda
9348,mengonggong,menggonggong
9349,menguggat,menggugat
9350,mengunakan,menggunakan
9351,mnggunakan,menggunakan
9352,mhalalkan,menghalalkan
9353,mnghalangi,menghalangi
9354,mnghapus,menghapus
9355,menghrpkan,mengharapkan
9356,menghampaskan,menghempaskan
9357,mnghentak2,menghentak hentak
9358,mnghentikan,menghentikan
9359,mengimbau,menghimbau
9360,menghinan,menghinanya
9361,menhindar,menghindar
9362,mengitung,menghitung
9363,mnghujat,menghujat
9364,mengikut,mengikuti
9365,mengintruksikan,menginstruksikan
9366,mengera,mengira
9367,mngkoreksi,mengkoreksi
9368,mengkriminilisisi,mengkriminalisasi
9369,mngkritisi,mengkritisi
9370,mengkonsumsi,mengonsumsi
9371,mengcounter,mengonter
9372,mengkoreksi,mengoreksi
9373,mengusak,menguak
9374,mngtkan,menguatkan
9375,merubah,mengubah
9376,mngusik,mengusik
9377,mngusir,mengusir
9378,mentiagakan,meniadakan
9379,meniqa,menikah
9380,meried,menikah
9381,merit,menikah
9382,menjudge,menilai
9383,menisbatkan,menisbahkan
9384,mnjabat,menjabat
9385,mnjbat,menjabat
9386,mjadi,menjadi
9387,mniadi,menjadi
9388,mnjadikn,menjadikan
9389,menjadikanâ,menjadikannya
9390,mjln,menjalankan
9391,menjalintoleransi,menjalin toleransi
9392,menjelek2,menjelek jelekan
9393,menjijikan,menjijikkan
9394,menjungjung,menjunjung
9395,menola,menolak
9396,menolakluka,menolak luka
9397,menolaklupa,menolak lupa
9398,mnton,menonton
9399,mensip,mensiv
9400,menstabilka,menstabilkan
9401,mens,menstruasi
9402,mentah2,mentah mentah
9403,mentalita,mentalitas
9404,mentaliti,mentalitas
9405,mentang2,mentang mentang
9406,mentei,menteri
9407,mentri,menteri
9408,menkumham,menteri hukum dan hak asasi manusia
9409,menkelautan,menteri kelautan
9410,menkes,menteri kesehatan
9411,menkominfo,menteri komunikasi dan informasi
9412,menlu,menteri luar negeri
9413,menteri2,menteri menteri
9414,menko,menteri perekonomian
9415,menhub,menteri perhubungan
9416,mensesneg,menteri sekretaris negara
9417,mensos,menteri sosial
9418,mentil2,mentil mentil
9419,mensyen,mention
9420,mention,mention
9421,mensen2,mention mention
9422,mensyennya,mentionnya
9423,mnuju,menuju
9424,menujuindonesiamaju,menuju indonesia maju
9425,menjukkan,menunjukkan
9426,menunjukan,menunjukkan
9427,mnurut,menurut
9428,mnrtku,menurutku
9429,menyak,menyakiti
9430,menyama2,menyamakan
9431,menyanju,menyanjung
9432,mnyapu,menyapu
9433,mnyebabkn,menyebabkan
9434,mnyebut,menyebut
9435,menyebutâ,menyebutnya
9436,menyejukan,menyejukkan
9437,menyelamatka,menyelamatkan
9438,menyelematkan,menyelamatkan
9439,mnyematkn,menyematkan
9440,menyenan,menyenangkan
9441,mengerjap,menyergap
9442,menyesalboviatwitter,menyesal boviat twitter
9443,mensiasati,menyiasati
9444,mnyimpang,menyimpang
9445,mensucikan,menyucikan
9446,mnyudutkan,menyudutkan
9447,mensukseskan,menyukseskan
9448,menyusahkn,menyusahkan
9449,mnyusahkanmu,menyusahkanmu
9450,menzhalimi,menzalimi
9451,merah2,merah merah
9452,merajalele,merajalela
9453,merampa,merampas
9454,mgerasa,merasa
9455,mesakno,merasakan
9456,merauk,meraup
9457,mercedez,mercedes
9458,mercy,mercedes
9459,merk,merek
9460,meremat,meremet
9461,merentas,meretas
9462,merong2,merong merong
9463,merupakanâ airport,merupakan bandara
9464,merosakkan,merusakkan
9465,mess,mes
9466,mesopotamian,mesopotamia
9467,messy,messi
9468,mesoom,mesum
9469,mesumm,mesum
9470,metodologis,metodologi
9471,mewh,mewah
9472,mewoh,mewah
9473,mewaiskan,mewariskan
9474,miâ,mia
9475,mikael,michael
9476,migraine,migrain
9477,milenia,milenial
9478,millenials,milenial
9479,milyarder,miliarder
9480,mlik,milik
9481,mine,milikku
9482,minggon,mingguan
9483,menimal,minimal
9484,minions,minion
9485,minoriti,minoritas
9486,minority,minoritas
9487,minorutas,minoritas
9488,minumkopiindonesia,minum kopi indonesia
9489,miras,minuman keras
9490,misi1,misi 
9491,misix,misi 
9492,misi4,misi 
9493,misqin,miskin
9494,misqueen,miskin
9495,miskinmoralitascuihh,miskin moralitas cih
9496,mizan35,mizan 
9497,mobel,mobil
9498,mobilmotor,mobil motor
9499,mobnas,mobil nasional
9500,mlai,mulai
9501,mereun,mungkin
9502,mngkn,mungkin
9503,mnet,music network
9504,mikiir,pikir
9505,mikirr,pikir
9506,mikirdaaingmah,pikir dulu dah gue mah
9507,milihh,pilih
9508,milih2,pilih pilih
9509,mid,tengah
9510,middle,tengah
9511,nhadeh,aduh
9512,nhadeuuh2,aduh aduh
9513,nhalah,alah
9514,nhlh,alah
9515,njeng,anjing
9516,njiieng,anjing
9517,njiing,anjing
9518,njing,anjing
9519,njingg,anjing
9520,njer,anjir
9521,ngmn,bagaimana
9522,npiye,bagaimana
9523,nngebah,bahas
9524,npbangunan,bangunan
9525,ngono,begitu
9526,ngegayaan,bergaya
9527,ngibadah,beribadah
9528,ngilmu,berilmu
9529,ngumpulnya,berkumpulnya
9530,ngutang,berutang
9531,nngutang,berutang
9532,nolelah,bolehlah
9533,nggakk,enggak
9534,nnga,enggak
9535,noopst,enggak
9536,nop,enggak
9537,nope,enggak
9538,ngpp,enggak apa apa
9539,nntah,entah
9540,nntar,entar
9541,ngeblek,geblek
9542,ngr,gede rasa
9543,ngejala,gejala
9544,ngembrot,gembrot
9545,ngerakan,gerakan
9546,ngilaa,gila
9547,ngilee,gila
9548,ngiliran,giliran
9549,ngimanapun,gimanapun
9550,ngirls,girls
9551,ngitu,gitu
9552,ngoblok,goblok
9553,nguoblokk,goblok
9554,ngolongan,golongan
9555,ngua,gua
9556,ngue,gue
9557,ngw,gue
9558,nhabis,habis
9559,nhadiahnya,hadiahnya
9560,ngeeooahahahaa,haha
9561,ngeooaahahahaa,haha
9562,ngoaahahaa,haha
9563,ngoahaha,haha
9564,ngoahahah,haha
9565,ngoahahaha,haha
9566,ngooaahahaa,haha
9567,nhaha,haha
9568,nhahaha,haha
9569,nhahahaha,haha
9570,nngahahahaha,haha
9571,nngiahahaha,haha
9572,nhaji,haji
9573,nhalo,halo
9574,nhancur,hancur
9575,nhp,handphone
9576,nhanya,hanya
9577,nharga,harga
9578,nhari,hari
9579,nharus,harus
9580,nhrs,harus
9581,nkudu,harus
9582,nhasilnya,hasilnya
9583,nhassle,hassle
9584,nhati2,hati hati
9585,nhatiku,hatiku
9586,nhe,he
9587,nheath,heath
9588,nhehe,hehe
9589,nheheh,hehe
9590,nhmm,hem
9591,nhendardi,hendardi
9592,nherba,herba
9593,nhidup,hidup
9594,nhijab,hijab
9595,nhilang,hilang
9596,nhimmler,himmler
9597,nhina,hina
9598,nhindu,hindu
9599,nhaihh,his
9600,nhiks,his
9601,nhonda,honda
9602,nhongkong,hongkong
9603,nhubungan,hubungan
9604,nhuft,huft
9605,nhumanit,humanit
9606,niblis,iblis
9607,nidiot,idiot
9608,niyuh,ih
9609,nikut,ikut
9610,nimpor,impor
9611,nindie,indie
9612,nindo,indonesia
9613,ninfrstruktur,infrastruktur
9614,ningat,ingat
9615,ninggris,inggris
9616,ngin,ingin
9617,ningin,ingin
9618,npengen,ingin
9619,ninidaritadi,ini dari tadi
9620,ninilah,inilah
9621,ninnalillah,innalillah
9622,nintinya,intinya
9623,nislam,islam
9624,nistighfar,istigfar
9625,nistilah,istilah
9626,nitu,itu
9627,nntu,itu
9628,noh,itu
9629,nitulah,itulah
9630,nggih,iya
9631,niya,iya
9632,niyain,iyakan
9633,njadi,jadi
9634,njd,jadi
9635,njdi,jadi
9636,njahat,jahat
9637,njaka,jaka
9638,njalan,jalan
9639,njames,james
9640,njamu,jamu
9641,njancuk,jancuk
9642,njangan,jangan
9643,njgn,jangan
9644,njngn,jangan
9645,njangan2,jangan jangan
9646,njangankan,jangankan
9647,njanganlah,janganlah
9648,njaancuuk,janjuk
9649,njarah,jarah
9650,njarang,jarang
9651,njaringan,jaringan
9652,njauh,jauh
9653,njejaku,jejakku
9654,njika,jika
9655,njilat,jilat
9656,njin,jin
9657,njlentrek,jlentrek
9658,njokowi,jokowi
9659,njolodong,jolodong
9660,njual,jual
9661,njuara,juara
9662,njudulnya,judulnya
9663,njamping,jumping
9664,njunior,junior
9665,nkaca,kaca
9666,nkacung,kacung
9667,nkadang,kadang
9668,nkak,kakak
9669,nkalahe,kalahnya
9670,nkalajengkin,kalajengking
9671,nkalau,kalau
9672,nkalo,kalau
9673,nklau,kalau
9674,nklo,kalau
9675,nklu,kalau
9676,nklw,kalau
9677,nkalopun,kalaupun
9678,nkaleng,kaleng
9679,nkalian,kalian
9680,nkalianlah,kalianlah
9681,nkami,kami
9682,nkmi,kami
9683,nkamis,kamis
9684,nkampret,kampret
9685,nkampung,kampung
9686,nkampungan,kampungan
9687,nkampus,kampus
9688,nkampus2,kampus kampus
9689,nkamu,kamu
9690,nkmu,kamu
9691,nkoe,kamu
9692,nlu,kamu
9693,nkan,kan
9694,nkandang,kandang
9695,ngents,kangen
9696,nkapan,kapan
9697,nkpk,kapok
9698,nkapur,kapur
9699,nkarena,karena
9700,nkarenaa,karena
9701,nkarna,karena
9702,nkrn,karena
9703,nkasih,kasih
9704,nkata,kata
9705,nkatholik,katolik
9706,nkao,kau
9707,nkau,kau
9708,nkaum,kaum
9709,nkaya,kaya
9710,nkayak,kayak
9711,nkek,kayak
9712,nkayaknya,kayaknya
9713,nke,ke
9714,nkeluar,ke luar
9715,nkluar,ke luar
9716,nkearifan,kearifan
9717,nkakean,kebanyakan
9718,nkecuali,kecuali
9719,nkeduanya,keduanya
9720,nkeela,keela
9721,nkehabisan,kehabisan
9722,nkeimanan,keimanan
9723,nkeith,keith
9724,nkejam,kejam
9725,nkekufuran,kekufuran
9726,nkelakuan,kelakuan
9727,nkelakuanmu,kelakuanmu
9728,nkelas,kelas
9729,nkaton,kelihatan
9730,nkelompok,kelompok
9731,nkeluaran,keluaran
9732,nkemaren,kemarin
9733,nkemarin,kemarin
9734,nkmrm,kemarin
9735,nkementerian,kementerian
9736,nkemungkinan,kemungkinan
9737,ngopo,kenapa
9738,nknp,kenapa
9739,nknpa,kenapa
9740,npa,kenapa
9741,nkentutnya,kentutnya
9742,nkepada,kepada
9743,nkepala,kepala
9744,nkpl,kepala
9745,nkepala8,kepala 
9746,nkeparat,keparat
9747,nkpentingan,kepentingan
9748,nkepercayaan,kepercayaan
9749,nkeren,keren
9750,nkerja3x,kerja kerja kerja
9751,nketakutan,ketakutan
9752,nketika,ketika
9753,nketololan,ketololan
9754,nketua,ketua
9755,nketurunan,keturunan
9756,nkiara,kiara
9757,nkidung,kidung
9758,nkirain,kirain
9759,nkish,kish
9760,nkita,kita
9761,nkitanya,kitanya
9762,nklop,klop
9763,nkok,kok
9764,nkomen,komen
9765,nkomentar,komentar
9766,nkomunis,komunis
9767,nkntl,kontol
9768,nkontrak,kontrak
9769,nkop,kop
9770,nkop1,kopi
9771,nkorban,korban
9772,nkorupsi,korupsi
9773,nkoruptor,koruptor
9774,nkristen,kristen
9775,nkritik,kritik
9776,nku,ku
9777,nkualitasnya,kualitasnya
9778,nkulit,kulit
9779,nkuning,kuning
9780,ngocol,kurang ajar
9781,nlagi,lagi
9782,nlg,lagi
9783,nlgi,lagi
9784,nlah,lah
9785,nlha,lah
9786,nlahir,lahir
9787,nlaki,laki
9788,nlalu,lalu
9789,nlambat,lambat
9790,nlanjut,lanjut
9791,nlol,laugh out loud
9792,nlebih,lebih
9793,nlembaran,lembaran
9794,nlemparin,lemparkan
9795,nlet,let
9796,nlgbt,lgbt
9797,nliberal,liberal
9798,nlintah,lintah
9799,nlips,lips
9800,nlistrik,listrik
9801,nlo,lo
9802,nlogikaku,logikaku
9803,nlogikanya,logikanya
9804,nlong,long
9805,nlow,low
9806,nmaaf,maaf
9807,nmaap,maaf
9808,nnb,maaf baru balas
9809,nmabuk,mabuk
9810,nmacau,macau
9811,nmain,main
9812,nmaju,maju
9813,nmak,mak
9814,nmaka,maka
9815,nmakan,makan
9816,nmakane,makanya
9817,nmakanya,makanya
9818,nmaki,maki
9819,nmakin,makin
9820,nmaksud,maksud
9821,nmkst,maksud
9822,nmaksudnya,maksudnya
9823,nmksdnya,maksudnya
9824,nmalah,malah
9825,nmlh,malah
9826,nr,malam romantis
9827,nmalu,malu
9828,nmama,mama
9829,nmami,mami
9830,nmampus,mampus
9831,nmampuss,mampus
9832,nmana,mana
9833,nmandela,mandela
9834,nmantap,mantap
9835,nmantrraaf,mantap
9836,nmanusia,manusia
9837,ngegas,marah
9838,nngegas,marah
9839,nmarga,marga
9840,nmarie,marie
9841,nmasa,masa
9842,nmadesu,masa depan suram
9843,nmasa2,masa masa
9844,nmasalah,masalah
9845,nmasalahnya,masalahnya
9846,nmasih,masih
9847,nmasuk,masuk
9848,nmasuknya,masuknya
9849,nmata,mata
9850,nmatamu,matamu
9851,nmatane,matanya
9852,nmati,mati
9853,nmau,mau
9854,nmaw,mau
9855,nmo,mau
9856,nmw,mau
9857,nmawar,mawar
9858,nmayoritas,mayoritas
9859,nme,me
9860,nmeeting,meeting
9861,ngeladeni,meladeni
9862,ngeladenin,meladeni
9863,ngladeni,meladeni
9864,ngelakui,melakukan
9865,ngelancarin,melancarkan
9866,ngelanggar,melanggar
9867,ngelantur,melantur
9868,ngelatur,melantur
9869,ngelayanin,melayani
9870,nmelayu,melayu
9871,ngelebarin,melebarkan
9872,ngeledekin,meledeki
9873,ngledekin,meledeki
9874,nmelek,melek
9875,nmelihat,melihat
9876,ngeliatnye,melihatnya
9877,ngliatnya,melihatnya
9878,ngelidur,melindur
9879,ngelolosin,meloloskan
9880,ngetiktok,memainkan tik tok
9881,nmake,memakai
9882,nmemang,memang
9883,ngepatenin,mematenkan
9884,ngebacanya,membacanya
9885,ngeshare,membagikan
9886,ngebahas,membahas
9887,ngebaik,membaik
9888,ngebandingin,membandingkan
9889,ngebangkang,membangkang
9890,ngebantai,membantai
9891,ngebatalin,membatalkan
9892,nggowo,membawa
9893,nmembawa,membawa
9894,ngebayang,membayang
9895,ngebayangin,membayangkan
9896,nmembela,membela
9897,ngebelai,membelai
9898,ngebenerin,membenarkan
9899,ngide,memberi ide
9900,ngobrolin,membicarakan
9901,ngomonginnya,membicarakan
9902,ngebodohin,membodohi
9903,ngebuang,membuang
9904,ngebunuh,membunuh
9905,nmeme,meme
9906,nmemek,memek
9907,nmikirin,memikirkan
9908,ngebagus2in,memperbagus
9909,nmemperhatikan,memperhatikan
9910,nmempunyai,mempunyai
9911,ngetag,menandai
9912,nnangis,menangis
9913,ngedance,menari
9914,nmenarilah,menarilah
9915,ngedancenya,menarinya
9916,nnyaleg,mencalonkan legislatif
9917,ngeblend,mencampur
9918,nnyari,mencari
9919,nmencatat,mencatat
9920,nmencerca,mencerca
9921,ngecopros,mencerocos
9922,ngeprint,mencetak
9923,nmendalami,mendalami
9924,ngedeketin,mendekati
9925,nmendengar,mendengar
9926,ngediemin,mendiamkan
9927,nmending,mending
9928,nmnding,mending
9929,ngedorong,mendorong
9930,ngekick,menendang
9931,ngefansnya,mengagumi
9932,nguakak,mengakak
9933,nmengaku,mengaku
9934,nngaku,mengaku
9935,nmengapa,mengapa
9936,ngeblock,mengeblok
9937,ngeblok,mengeblok
9938,ngebom,mengebom
9939,ngecam,mengecam
9940,ngecap,mengecap
9941,ngecekin,mengecek
9942,nngecek,mengecek
9943,ngedip,mengedip
9944,ngegolin,mengegolkan
9945,ngejer,mengejar
9946,ngejek,mengejek
9947,ngelap,mengelap
9948,ngelola,mengelola
9949,ngeluhnya,mengeluhnya
9950,ngelus2,mengelus elus
9951,ngembalikan,mengembalikan
9952,ngembang,mengembang
9953,ngemis,mengemis
9954,ngemot,mengemut
9955,ngemut,mengemut
9956,ngenal,mengenal
9957,ngenes,mengenaskan
9958,ngepal,mengepal
9959,ngeper,mengeper
9960,ngepret,mengeprek
9961,ngerem,mengerem
9962,ngerih,mengerikan
9963,nngerjain,mengerjakan
9964,ngerokin,mengerok
9965,ngeroyok,mengeroyok
9966,ngert,mengerti
9967,ngerto,mengerti
9968,ngertikan,mengertikan
9969,ngertilah,mengertilah
9970,ngertinya,mengertinya
9971,ngeteh,mengeteh
9972,ngetes,mengetes
9973,nngetik,mengetik
9974,ngetren,mengetren
9975,ngetok,mengetuk
9976,ngetok2,mengetuk
9977,ngeyel,mengeyel
9978,ngegabungin,menggabungkan
9979,ngganti,mengganti
9980,nggantiin,menggantikan
9981,ngemesin,menggemaskan
9982,nggilani,menggilakan
9983,ngegodain,menggodai
9984,nggonggong,menggonggong
9985,ngehamilin,menghamili
9986,ngehargain,menghargai
9987,ngregani,menghargai
9988,ngidupin,menghidupi
9989,ngehinanya,menghinanya
9990,ngitungnya,menghitungnya
9991,ngibulnya,mengibulnya
9992,ngigau,mengigau
9993,ngiklanin,mengiklankan
9994,ngikut,mengikut
9995,nmengikuti,mengikuti
9996,ngefollowback,mengikuti balik
9997,ngiler,mengiler
9998,ngeimajinasiin,mengimajinasikan
9999,ngimpor,mengimpor
10000,nginden,menginden
10001,nginjak,menginjak
10002,ngintipin,mengintip
10003,ngira,mengira
10004,ngiranya,mengiranya
10005,ngesend,mengirim
10006,ngedm,mengirim pesan
10007,ngisep,mengisap
10008,ngisi,mengisi
10009,ngritik,mengkritik
10010,ngobarkan,mengobarkan
10011,ngobrolnya,mengobrolnya
10012,ngocokin,mengocok
10013,ngecodein,mengodei
10014,ngomonv,mengomong
10015,nngomong,mengomong
10016,nngomongin,mengomongkan
10017,ngomporin,mengompori
10018,ngupii,mengopi
10019,ngopibarengfahri,mengopi bareng fahri
10020,ngopilaah,mengopilah
10021,ngopinya,mengopinya
10022,ngoroknya,mengoroknya
10023,ngotot,mengotot
10024,ngototâ,mengotot
10025,ngoyak,mengoyak
10026,nguap,menguap
10027,ngukur,mengukur
10028,ngulang,mengulang
10029,ngumpet,mengumpet
10030,ngumpet2,mengumpet
10031,ngumpulin,mengumpulkan
10032,nguci,mengunci
10033,nguntungin,menguntungkan
10034,ngupas,mengupas
10035,ngurusi,mengurusi
10036,ngurut,mengurut
10037,ngorak,mengusir
10038,ngutangi,mengutangi
10039,nikahkan,menikahkan
